name,耗时,做法,口味,工艺,类型,label,id,难度,图片
麻辣香锅,三刻钟,1:莲藕洗净后去皮切片，莴笋去皮洗净后切条，西芹洗净后切条，胡萝卜洗净后切条，香菜洗净后切段。2:大虾抽去虾线，剪去虾须和虾脚。3:准备火锅脆皮肠。4:锅中烧水炒烫配菜（加入食盐和食用油，使配菜颜色鲜亮）。5:炒烫莲藕。6:炒烫大虾。7:起锅烧油。8:炒香姜片蒜蓉和干辣椒段。9:倒入火锅底料。10:加入配菜翻炒均匀。11:加入大虾和脆皮肠翻炒均匀。12:出锅后盛盘撒上香菜美味既成。,酸辣,炒,热菜,recipe,639,高级,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163832001811018710106890.jpg?x-oss-process=style/p800
鸭肝炒大白菜,十分钟,1:食材：熟鸭肝、大白菜（已清洗切开）。2:将熟鸭肝放在案板上切开。3:起锅倒油烧热，下入大白菜翻炒翻炒至熟。4:接着，合入切好的熟鸭肝翻炒翻炒。5:然后，加适量的生抽。6:加适量的盐。7:加适量的味精。8:调味炒匀即成。,清淡,炒,热菜,recipe,640,简单,https://i8.meishichina.com/attachment/recipe/2021/12/01/202112011638319963234234404188.JPG?x-oss-process=style/p800
排骨汤面,半小时,1:排骨飞水。2:胡萝卜切斜刀。3:放入锅中。4:加入排骨。5:炖半小时。6:另起锅煮面条。7:码面和菜心。8:放入排骨汤。9:料足足的。10:开动啦。,咸鲜,炖,面条,recipe,641,简单,https://i8.meishichina.com/attachment/recipe/2021/11/28/2021112816380764794049405899877.JPG?x-oss-process=style/p800
烤馒头,十分钟,1:首先你得有一个馒头把它切成片。2:然后把馒头片放在上面用小火烤。3:成品图。,其他,烤,主食,recipe,642,简单,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163836623136974612800392.jpg?x-oss-process=style/p800
香菇烧豆腐,十分钟,1:豆腐、香菇清洗备用。2:香菇切小块。3:豆腐切稍厚片，姜蒜切细。4:锅中放油，放入豆腐稍煎。5:放入香菇，加盐、生抽翻炒片刻。6:加水烧煮5分钟。7:放入蒜苗叶子。8:淋入水淀粉勾薄芡。9:成品。,咸鲜,烧,热菜,recipe,643,普通,https://i8.meishichina.com/attachment/recipe/2021/11/29/2021112916381734119827408451954.jpg?x-oss-process=style/p800
烤双薯,一小时,1:紫薯和红薯洗干净放入电煮锅里大火煮15分钟。2:这是煮了15分钟的样子，还没有完全熟透的。3:取出来放入空气炸锅里。4:200度烤15-20分钟。5:烤好的双薯。6:成品图。,甜香,烤,小吃,recipe,644,普通,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163836239608341310602029.jpg?x-oss-process=style/p800
葱爆鸡蛋,半小时,1:5个鸡蛋打入盘中。2:大葱洗净后切段。3:调酱汁：碗中加入2勺黄豆酱，1勺耗油，1勺玉米淀粉，半碗清水搅拌均匀。4:5个鸡蛋打散倒入锅中炒成鸡蛋碎，盛出备用。5:凌起锅烧油。6:下入葱段翻炒。7:炒制大葱成焦黄色。8:下入鸡蛋翻炒。9:加入酱汁。10:翻炒均匀出锅。11:成品图。,咸鲜,炒,热菜,recipe,645,高级,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163836043794788610106890.jpg?x-oss-process=style/p800
日式海盐小面包,数小时,1:秤取高筋粉500克、白糖40克、盐10克、酵母粉6克。2:将固体食材拌匀，倒入30克牛奶，搅拌至其被面粉吸收。3:分2-3次倒入净水，搅拌至其被面粉充分吸收。4:提前软化的黄油50克，揉入面团中。5:揉面10分钟。6:放入盆内，盖上微湿的布，置于温暖的空间里进行第一次发酵：90分钟。7:面团体积长大两倍左右，取出。8:分成18个小剂子，静置15分钟。9:接着，将小面剂搓成圆锥型。10:压扁。11:擀成长舌状。12:卷入5克黄油。13:耐心慢慢卷。14:卷成这个形状。15:整形好之后，盖上微湿的布，进行第二次发酵：60分钟。16:第二次发酵结束后，刷上水，撒上海盐粒。同时将烤箱预热到180度（5分钟）。17:在空的烤盘或耐高温的碗盘里倒入50克水，放入装有面团的烤盘，先180度烤25分钟。之后调至230度烤3分钟，上色。18:面包出炉后，取出自然冷却。,咸香,烤,烘焙,recipe,646,普通,https://i8.meishichina.com/attachment/recipe/2021/12/01/2021120116383560829787632304656.JPG?x-oss-process=style/p800
腊肉炒菜苔,廿分钟,1:准备食材：菜苔洗净摘成小段，粗的地方用刀切两半；腊肉切片待用。2:锅内放少许油，将腊肉煸炒出油，再放入蒜和姜末，小米椒。3:再倒入洗净的菜苔翻炒片刻，加料酒、少许盐即可。4:爽口好吃的菜苔就炒好了，这可是冬天必备的蔬菜。,咸鲜,炒,热菜,recipe,647,简单,https://i8.meishichina.com/attachment/recipe/2021/12/01/2021120116383559013367028692740.JPG?x-oss-process=style/p800
紫薯玉米糊,三刻钟,1:紫薯去皮切块，玉米切粒。2:紫薯，玉米，加入冰糖放入料理机，加入适量清水。3:按五谷浆档，36分钟。4:成品！。5:成品图来一张！。,甜味,煮,羹类,recipe,648,普通,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163835201197662810454906.JPG?x-oss-process=style/p800
糖葫芦,半小时,1:取山楂。2:去顶去蒂。3:洗净。4:放暖气上烘干水分。5:烘干的山楂。6:猕猴桃去皮。7:苹果洗净晾干水分。8:取果球。9:串好的山楂。10:串好的水果球。11:锅里放白糖和清水。12:煮至冒大泡。13:慢慢开始冒小泡。14:完全小泡，把葫芦串放进来裹满糖浆。15:盘子铺油纸。16:裹满糖浆的葫芦串放油纸上放凉等糖浆凝固。17:糖浆不够，这一串只有部分裹满糖浆了。18:成品。,酸甜,其他,小吃,recipe,649,简单,https://i8.meishichina.com/attachment/recipe/2021/12/01/2021120116383481970854331806550.jpg?x-oss-process=style/p800
清炒番薯叶,十分钟,1:洗干净。2:热油。3:炒。4:炒熟调味。5:成品。,清淡,炒,热菜,recipe,650,普通,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163834836657548710427913.jpg?x-oss-process=style/p800
爆炒白菜,十分钟,1:白菜洗干净。2:热油。3:炒白菜。4:炒熟。5:调味。6:成品。,清淡,炒,热菜,recipe,651,普通,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163834818281743410427913.jpg?x-oss-process=style/p800
小炒肉,十分钟,1:猪肉焯水。2:切片。3:小火煸出油。4:煸直五成干。5:调味。6:成品。,咸鲜,炒,热菜,recipe,652,高级,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163834793240651910427913.jpg?x-oss-process=style/p800
紫菜猪肝蛋花汤,十分钟,1:紫菜加适量水煮。2:猪肝切片。3:鸡蛋葱花搅拌均匀。4:紫菜煮开放猪肝，蛋液。5:大火煮开调味（煮开关火，猪肝煮老不好吃）。6:成品。,清淡,煮,汤类,recipe,653,普通,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163834761392831310427913.jpg?x-oss-process=style/p800
南瓜豆沙卷,数小时,1:南瓜削皮切薄片。2:放入电煮锅里蒸熟。3:蒸好的南瓜带些水分，刚好等下和面不用加水。4:趁热把南瓜压成泥放稍微凉一些。5:然后再放入面粉，酵母粉。6:搅成大面絮。7:再揉成光滑面团，然后发酵。8:大约1个半小时发好的面团。9:取出多揉揉排气。10:准备红豆沙。11:将面团擀成长方形。12:将红豆沙抹匀于面皮(红豆沙用少许温开水调稀一点才好抹)。13:然后将面皮卷起来。14:分切成等小份。15:放入蒸锅里再醒发20分钟，冷水锅起蒸15-20分钟。16:蒸好的样子很满意，香甜暄软好吃。17:成品图。18:成品图。19:成品图。,甜香,蒸,主食,recipe,654,普通,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163834685375363510602029.jpg?x-oss-process=style/p800
紫菜蛋花汤,十分钟,1:紫菜加适量水煮。2:鸡蛋葱花搅拌均匀。3:水开倒鸡蛋液。4:大火再次煮开调味。5:成品。,清淡,煮,汤类,recipe,655,普通,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163834742647784810427913.jpg?x-oss-process=style/p800
当归黄芪鸽子汤,半小时,1:配料准备好。2:鸽子焯水。3:焯水5～6分钟。4:砍块。5:放配料加适量水。6:大火煲开转中小火。7:煲大概30分钟调味。8:成品。,清淡,煮,汤类,recipe,656,高级,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163834100348588010427913.jpg?x-oss-process=style/p800
干锅土豆片,十分钟,1:准备:土豆削皮切片，洗去多余淀粉沥水备用，腊肉用热洗干净切片，九层塔，蒜末。2:热锅放油，下土豆片中火炒制。3:炒至断生。4:放入，腊肉，蒜末，辣豆瓣酱。5:继续翻炒一会儿。6:炒至土豆片熟透了放入九层塔。7:大火翻炒一下下即可。8:成品图。9:成品图。,微辣,炒,热菜,recipe,657,普通,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163834618830085910602029.jpg?x-oss-process=style/p800
水果胡萝卜玉米猪骨汤,数小时,1:新鲜的猪骨。2:放入电煮锅里焯水。3:准备玉米，胡萝卜，苹果，梨子。4:苹果，梨子削皮去心，玉米，胡萝卜切大块。5:将所有食材都放入砂锅里，加几片姜，添加适量的开水。6:先大火烧开煮10分钟，再转小火煲1小时。7:一小时后汤煲好了。8:调点盐即可品尝。9:成品图。10:成品图。,清淡,煲,汤类,recipe,658,普通,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163834561077353410602029.jpg?x-oss-process=style/p800
九层塔大葱炒鸡蛋,十分钟,1:准备:九层塔，大葱嫩叶子。2:6个鸡蛋。3:将九层塔，大葱切碎放入鸡蛋一起搅拌均匀。4:加少许盐，胡椒粉搅拌均匀。5:热锅放油，稍微比平时炒菜要多一点，油温七成热时倒入混合鸡液，用筷子轻轻搅动，至鸡液凝固。6:然后多翻炒几下，表面有点焦黄，更香。7:如图，炒好的鸡蛋。8:成品图。9:成品图。,咸鲜,炒,热菜,recipe,659,简单,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163834508548289610602029.jpg?x-oss-process=style/p800
剁椒蒸鲫鱼,十分钟,1:鲫鱼洗净后放入盘中，倒入一勺料酒，表面撒一点盐。2:放入姜蒜。3:剁椒酱。4:冷水上锅。5:水开后大火蒸七八分钟。6:把蒸出来的汤汁倒掉，放入葱花淋鲜酱油。7:浇入热油即可。,咸鲜,蒸,热菜,recipe,660,简单,https://i8.meishichina.com/attachment/recipe/2021/09/26/20210926163264909808125210121381.JPG?x-oss-process=style/p800
高颜值の抹茶玛德琳，圣诞趴必备小甜品,半小时,1:准备好全部食材。2:鸡蛋、细砂糖直接倒入打蛋盆内搅匀。3:筛入低筋面粉、抹茶粉、泡打粉，蛋抽Z字轻轻拌匀。4:黄油隔水融化成液体，然后多次加入到面糊内，一点点拌匀。5:装入裱花袋，冷藏梳理2小时。6:挤入模具八分满。7:放入烤箱中下层，下火170度上火180度15分钟左右即可。8:烤制完成后直接取出，晾凉了可以用白巧克力、糖珠装饰下，圣诞玛德琳就做好了~。,原味,烘焙,烘焙,recipe,661,普通,https://i8.meishichina.com/attachment/recipe/2021/12/01/20211201163829182478593110553137.jpg?x-oss-process=style/p800
番茄肥牛萝卜锅,廿分钟,1:食材备用，萝卜去皮切片。2:锅里倒入适量的水烧开，把萝卜放入煮至断生捞起。3:放入砂锅。4:再把肥牛卷焯水变色之后捞出清水冲洗一下控水。5:锅里倒入适量的油把姜片和葱白爆香。6:放入改刀了的番茄翻炒出沙。7:再加入适量的水烧开，放入适量的盐和蚝油。8:煮开之后放入肥牛卷，和一勺料酒提香。9:再把汤汁倒到砂锅里，开火煮沸，让萝卜入味。,咸鲜,炖,热菜,recipe,662,普通,https://i8.meishichina.com/attachment/recipe/2021/11/30/20211130163828525735081512357987.jpg?x-oss-process=style/p800
小软饼,一小时,1:食材备用。2:油酥是玉米面加适量的盐还有食用油调的糊糊。3:面粉里加一克盐，再一半用开水烫面，一半冷水和面，再揉成团。4:搓成粗条。5:分成均匀的等分，盖上保鲜膜松驰十几分钟。6:取一份擀成圆形，刷油酥。7:切开一个圆的半径那个口。8:从一头卷起，收口。9:粗的一头朝下，按扁，盖上保鲜膜松驰十分钟以上。10:继续擀成圆形，电饼铛刷薄油开火烙。11:捞到两面金黄，鼓起，这个小软饼就完成，夹咸菜不错。,咸香,煎,主食,recipe,663,普通,https://i8.meishichina.com/attachment/recipe/2021/11/30/20211130163828449609919512357987.jpg?x-oss-process=style/p800
芹菜猪肉馅蒸饺,廿分钟,"1:准备好食材。2:芹菜剪去根本,摘除叶子,清洗干净,锅内加入适量水煮开,把芹菜放入焯一下水捞出;切成碎末,拧干水分。3:猪肉让店家帮助搅成肉末,生姜和香葱分别切碎未。4:味达美味极鲜酱油、味达美臻品蚝油、味达美初榨原酿生抽按照3:2:1的比例放入,分别为3勺,2勺,1勺。5:加入料酒和胡椒粉一起搅拌均匀。6:把芹菜末,生姜和香葱碎末放入肉馅中,一起搅拌均匀。静置10分钟左右。7:放适量馅料在饺子皮中,按自己的喜欢一个个把饺子包好。哈哈~~完工,一次吃不完就放冰箱冷藏,平时方便食用。8:蒸锅内铺一张硅胶垫,把饺子放入电蒸锅内,15分钟即可完成。9:饺子装入盘,准备好蘸料,不用调料汁也非常鲜美啦! 鲜香味美的饺子就可以享用啦!。10:我喜欢蘸酱醋汁吃,好吃的停不下来哦。蘸料汁:味达美醇香米醋2勺,味达美味极鲜酱油1勺,生姜末少许,白糖2克搅拌均匀即可。",清淡,蒸,主食,recipe,664,普通,https://i8.meishichina.com/attachment/recipe/2021/11/30/20211130163828418597317212572259.jpg?x-oss-process=style/p800
可爱圣诞造型曲奇,数小时,1:准备材料。黄油切成小块室温软化。2:黄油软化到可以用刮刀轻松抹开，倒入盐和糖粉拌匀（糖粉颗粒小，让面团的延展性变低，曲奇花纹不容易蹋）。3:中速打发，蓬松乳化，颜色发白，体积明显变大。分3次加入常温蛋液（材料温度接近，不容易油水分离）。4:打到彻底混合再加，直到所有蛋液加完。顺滑蓬松的黄油糊。5:低粉、玉米淀粉混合筛入黄油糊。6:切拌，往盆边按压，左手配合转盆，混合至无干粉。无需过度搅拌。7:可可面糊同样操作，可可粉与粉类混合一起筛入打好的黄油糊中。8:切拌按压均匀。9:低粉+杏仁粉+抹茶（不用提前倒出，防止氧化变色）筛入黄油糊中。10:切拌按压均匀。11:三色糊制作好，装入带裱花嘴的裱花袋中，用刮板沿着裱花袋尾部往前推，尾部拧紧。12:预热烤箱上下180度。右手拿裱花袋，左手捏裱花嘴，垂直在烤盘上方。匀速挤出曲奇糊。玫瑰花型/花环型：逆时针或者顺时针一圈，尾部轻轻往下压，提起收尾！S型：顺S方向匀速造型。圣诞树：S方向来回挤，或者绕圈挤，尾部轻轻往下压收尾。树干可以用同色糊或者手指饼干装饰！。13:放入烤箱中层偏下，上下160度烤21分钟左右，微微上色一定要盖锡纸，防止上色过重！。14:烤完取出冷凉，白巧克力隔热水化成液态。冷凉好的曲奇，一边蘸上适量白巧，撒上榛子仁碎、杏仁脆片或圣诞糖珠，按个人喜好装饰！。15:等巧克力凝固，可爱又好吃的圣诞造型曲奇就搞定啦！装一盒子，送给小伙伴去啦！。16:成品。17:成品。18:成品。,甜味,烘焙,烘焙,recipe,665,高级,https://i8.meishichina.com/attachment/recipe/2021/11/30/20211130163828227228812411462336.jpg?x-oss-process=style/p800
煎黄粿,十分钟,1:主材料备用。2:切成五毫米左右的片。3:开始煎之前先调好料汁，加入一小勺生抽，少量鸡精。4:一勺料酒。5:少量白糖，搅拌均匀备用。6:锅里倒入少量的油，小火慢煎黄粿片。7:煎到两面有一层脆皮。8:倒入刚才调好的料汁，翻拌均匀，焖一会儿。9:香甜软糯的煎黄粿就完成。,咸香,其他,小吃,recipe,666,简单,https://i8.meishichina.com/attachment/recipe/2021/11/30/20211130163828400891323212357987.jpg?x-oss-process=style/p800
